phi,label,score
41,bunny,0.08285409235270128
42,squirrel,0.2246459275484085
42,animal,0.22464592754840848
42,rabbit,0.04382277896416683
42,drawing,0.03524077661860837
42,illustration,0.03366157272002306
42,bird,0.033306706401788636
42,sketch,0.023273768918510754
42,bunny,0.016883621896512623
43,animal,0.3914009928703308
43,rabbit,0.06972458213567734
43,drawing,0.058227408677339554
43,illustration,0.05418144166469574
43,fish,0.05215460807085037
43,bird,0.05181589722633362
43,sketch,0.04515929892659187
43,owl,0.03193533420562744
44,animal,0.35702022910118103
44,drawing,0.08675028383731842
44,bird,0.08224404603242874
44,sketch,0.08217136561870575
44,illustration,0.06874033808708191
44,owl,0.0391753613948822
45,animal,0.28330567479133606
45,rabbit,0.13967905938625336
45,drawing,0.08155780285596848
45,bird,0.0773109570145607
45,bunny,0.05775272846221924
45,illustration,0.05325491726398468
45,sketch,0.049780361354351044
45,owl,0.0302197877317667
46,animal,0.30521124601364136
46,rabbit,0.16465698182582855
46,bird,0.07935424894094467
46,bunny,0.0645103007555008
46,owl,0.05763518065214157
46,drawing,0.04738413915038109
46,illustration,0.0471930131316185
47,rabbit,0.25370970368385315
47,animal,0.22527821362018585
47,bunny,0.1100657731294632
47,owl,0.05128657817840576
47,bird,0.04995134845376015
47,illustration,0.04789218679070473
47,drawing,0.030509788542985916
48,animal,0.3401736617088318
48,rabbit,0.07833438366651535
48,drawing,0.06491251289844513
48,illustration,0.06307366490364075
48,bird,0.05901474505662918
48,sketch,0.0455799326300621
48,fish,0.039524540305137634
48,owl,0.03629830479621887
49,animal,0.2232646942138672
49,illustration,0.1204296350479126
49,rabbit,0.08220767974853516
49,drawing,0.07481668889522552
49,sketch,0.0552121065557003
49,bird,0.043150853365659714
49,art,0.039079174399375916
49,bunny,0.03678683936595917
49,ink,0.032925546169281006
49,fish,0.032793864607810974
50,animal,0.2197071760892868
50,illustration,0.14675024151802063
50,drawing,0.07865281403064728
50,sketch,0.06914454698562622
50,bird,0.06070154532790184
50,art,0.0348287932574749
50,fish,0.034659244120121
50,rabbit,0.03268054500222206
50,ink,0.03229617327451706
51,animal,0.22808177769184113
51,illustration,0.1412259191274643
51,drawing,0.0878070741891861
51,sketch,0.06839171797037125
51,bird,0.05165058374404907
51,art,0.03886042907834053
51,rabbit,0.0388307198882103
51,ink,0.032349586486816406
52,animal,0.25531333684921265
52,illustration,0.12838120758533478
52,bird,0.08479662984609604
52,drawing,0.07732566446065903
52,sketch,0.055608708411455154
52,owl,0.05531678721308708
52,rabbit,0.04287034273147583
53,animal,0.2365962266921997
53,illustration,0.13304857909679413
53,drawing,0.10941147059202194
53,sketch,0.07927043735980988
53,bird,0.039836425334215164
53,ink,0.035376179963350296
53,art,0.032435160130262375
54,lagomorph,0.25583305954933167
54,animal,0.25583305954933167
54,drawing,0.1515411040651494
54,illustration,0.15148286825661744
54,sketch,0.09769198574199738
54,ink,0.04642190520133044
54,bird,0.04187446875187241
54,art,0.04063496526325096
54,black and white,0.03997870101307387
55,animal,0.24804729223251343
55,illustration,0.11592008918523788
55,drawing,0.07660454511642456
55,sketch,0.05394111946225166
55,bird,0.04102938994765282
55,art,0.03997492417693138
55,black and white,0.039952974766492844
55,monochrome,0.03735344856977463
55,ink,0.03246308118104935
56,animal,0.2463066130876541
56,illustration,0.11856787651777267
56,drawing,0.09340126812458038
56,sketch,0.060888756066560745
56,ink,0.044151075184345245
56,black and white,0.04002389311790466
56,monochrome,0.038723625242710114
56,art,0.030134156346321106
57,animal,0.2512299120426178
57,illustration,0.13197803497314453
57,drawing,0.12593035399913788
57,sketch,0.07058517634868622
57,ink,0.05231940373778343
57,black and white,0.03110085241496563
58,animal,0.15401345491409302
58,drawing,0.148199200630188
58,illustration,0.135270357131958
58,sketch,0.08409634977579117
58,ink,0.07280799746513367
58,black and white,0.038584787398576736
58,monochrome,0.03417927026748657
58,bird,0.032914772629737854
59,animal,0.20545029640197754
59,illustration,0.13800622522830963
59,drawing,0.10355280339717865
59,sketch,0.06588773429393768
59,ink,0.04857765883207321
59,black and white,0.0442621074616909
59,monochrome,0.034601032733917236
59,bird,0.03252342343330383
59,art,0.031772080808877945
60,animal,0.15955869853496552
60,illustration,0.1409718245267868
60,drawing,0.12254878133535385
60,sketch,0.06829719245433807
60,ink,0.056268371641635895
60,black and white,0.05045519024133682
60,monochrome,0.04658019170165062
60,bird,0.034906353801488876
60,art,0.03142951801419258
61,drawing,0.16883239150047302
61,animal,0.12844543159008026
61,illustration,0.12615223228931427
61,sketch,0.09731197357177734
61,ink,0.06436315923929214
61,black and white,0.03957328200340271
61,owl,0.03683573380112648
61,monochrome,0.03515416383743286
61,bird,0.03303111717104912
61,art,0.031188050284981728
62,drawing,0.12895773351192474
62,illustration,0.12757693231105804
62,animal,0.12051011621952057
62,sketch,0.08988691121339798
62,ink,0.0698772668838501
62,black and white,0.04173457622528076
62,monochrome,0.03994089737534523
62,art,0.03767784312367439
62,owl,0.03312094882130623
62,bird,0.03165949508547783
63,illustration,0.14972354471683502
63,drawing,0.13257916271686554
63,sketch,0.09156318753957748
63,animal,0.08102013170719147
63,ink,0.07669230550527573
63,monochrome,0.04948379099369049
63,black and white,0.04903053119778633
63,art,0.04356933385133743
64,illustration,0.1142146959900856
64,ink,0.0893799215555191
64,animal,0.08923087269067764
64,drawing,0.07990887761116028
64,black and white,0.06722947210073471
64,sketch,0.06584499776363373
64,monochrome,0.06355004757642746
64,art,0.061547551304101944
65,illustration,0.11057921499013901
65,animal,0.10310458391904831
65,black and white,0.09495477378368378
65,monochrome,0.07755210250616074
65,ink,0.0699840858578682
65,drawing,0.06162001192569733
65,art,0.05540280044078827
65,sketch,0.04893706738948822
66,animal,0.09935154765844345
66,ink,0.09241093695163727
66,illustration,0.09192091971635818
66,black and white,0.09047830104827881
66,drawing,0.08146367967128754
66,monochrome,0.07620969414710999
66,sketch,0.05422450229525566
66,art,0.051105666905641556
67,illustration,0.13063791394233704
67,animal,0.09436536580324173
67,ink,0.08071743696928024
67,drawing,0.07229319214820862
67,art,0.06279318034648895
67,black and white,0.06265595555305481
67,sketch,0.057422082871198654
67,monochrome,0.048329852521419525
67,bird,0.030288472771644592
68,ink,0.11508532613515854
68,illustration,0.08437200635671616
68,black and white,0.0794467031955719
68,drawing,0.07197543978691101
68,art,0.06772598624229431
68,monochrome,0.06486187130212784
68,animal,0.06393476575613022
68,sketch,0.06098353862762451
69,animal,0.11297719180583954
69,ink,0.0783979669213295
69,black and white,0.07710644602775574
69,illustration,0.0737607553601265
69,drawing,0.07111818343400955
69,art,0.06747366487979889
69,sketch,0.061149053275585175
69,monochrome,0.059092115610837936
69,bird,0.03055710904300213
70,illustration,0.09102724492549896
70,animal,0.08323786407709122
70,drawing,0.08006899803876877
70,art,0.07700351625680923
70,black and white,0.07651028782129288
70,ink,0.07475674897432327
70,sketch,0.06852786988019943
70,monochrome,0.0630464181303978
70,bird,0.033324193209409714
71,illustration,0.08803115040063858
71,sketch,0.08781708031892776
71,drawing,0.0854947417974472
71,animal,0.08500312268733978
71,ink,0.07187867164611816
71,black and white,0.06914067268371582
71,art,0.06843625009059906
71,monochrome,0.05890774354338646
71,bird,0.03233982250094414
72,drawing,0.09339472651481628
72,illustration,0.0858784094452858
72,art,0.08254444599151611
72,sketch,0.07906436920166016
72,ink,0.06739877164363861
72,black and white,0.06422997266054153
72,animal,0.062181320041418076
72,monochrome,0.05668064206838608
73,drawing,0.1299239695072174
73,animal,0.10199172794818878
73,sketch,0.0873180478811264
73,black and white,0.07536321878433228
73,ink,0.06839471310377121
73,illustration,0.06267356872558594
73,art,0.06055789813399315
73,monochrome,0.05604574456810951
74,illustration,0.08797498792409897
74,art,0.0817655622959137
74,black and white,0.07648956030607224
74,animal,0.06527124345302582
74,drawing,0.06514251977205276
74,ink,0.06193261966109276
74,sketch,0.06024002656340599
74,monochrome,0.05861906707286835
75,animal,0.09666050225496292
75,illustration,0.09256436675786972
75,drawing,0.08785290271043777
75,art,0.0756051242351532
75,sketch,0.06426854431629181
75,monochrome,0.06086895987391472
75,ink,0.058320239186286926
75,black and white,0.05712887644767761
76,drawing,0.11592868715524673
76,illustration,0.09335781633853912
76,animal,0.07377412170171738
76,art,0.0734134390950203
76,sketch,0.06860030442476273
76,ink,0.06161719188094139
76,black and white,0.06031889468431473
76,monochrome,0.05054946616292
77,illustration,0.08599409461021423
77,black and white,0.08001699298620224
77,art,0.07454819232225418
77,drawing,0.06749316304922104
77,animal,0.06174106150865555
77,monochrome,0.05619893968105316
77,ink,0.04814203083515167
77,sketch,0.04361331835389137
77,snail,0.042447976768016815
77,owl,0.031990453600883484
78,animal,0.8521144390106201
78,branchiopod crustacean,0.5105674862861633
78,illustration,0.5105674862861633
78,art,0.45490959969684014
78,drawing,0.4545361758324694
78,black and white,0.39069250174810166
78,sketch,0.36495749113866505
78,monochrome,0.34717478489807
78,snail,0.2642546984328254
78,ink,0.2503653316070842
78,artisan,0.16817840121458202
79,animal,0.8512382507324219
79,illustration,0.8512382507324219
79,drawing,0.8274422692283699
79,art,0.5857229545343304
79,black and white,0.5511428180509258
79,sketch,0.5158119297818653
79,monochrome,0.4479644593707935
79,ink,0.3759661406896143
79,snail,0.35031833629865194
79,owl,0.2851745110933628
80,illustration,0.118001289665699
80,drawing,0.09835692495107651
80,animal,0.06243925914168358
80,art,0.06155388429760933
80,black and white,0.05718296021223068
80,sketch,0.0536341592669487
80,monochrome,0.04514081031084061
80,ink,0.041885968297719955
80,snail,0.03314435854554176
80,artisan,0.033095117658376694
81,branchiopod crustacean,0.5061118602752686
81,illustration,0.5061118602752686
81,animal,0.49237582353614356
81,black and white,0.3557465850266843
81,drawing,0.3506115356922593
81,art,0.2664690528290328
81,monochrome,0.25034649729867603
81,sketch,0.18034052622203264
81,snail,0.1589053050365284
81,bird,0.1545795981183273
81,ink,0.15349122461309414
82,branchiopod crustacean,0.5836136937141418
82,animal,0.5836136937141418
82,drawing,0.5560347136764547
82,illustration,0.5000031136263074
82,sketch,0.26067859290129847
82,black and white,0.25692708961031585
82,monochrome,0.20903945960091772
82,art,0.19449699891868164
82,bird,0.1830960605104693
82,ink,0.1555956558383324
83,animal,0.9020135402679443
83,drawing,0.9020135402679443
83,illustration,0.8998646762559326
83,sketch,0.406705493971918
83,black and white,0.34145955490660307
83,monochrome,0.3048408206731034
83,ink,0.2967042507134835
83,bird,0.27808664736958766
83,art,0.2419646620220979
84,animal,0.8851318359375
84,branchiopod crustacean,0.7481805086135864
84,drawing,0.7481805086135864
84,illustration,0.581258290746967
84,sketch,0.3241755554809444
84,black and white,0.24324032143100016
84,art,0.23735268377794813
84,monochrome,0.23012099925404805
84,owl,0.177678450833754
84,ink,0.16819610764105017
84,bird,0.164761792523544
85,branchiopod crustacean,0.6369975209236145
85,drawing,0.6369975209236145
85,illustration,0.571656328128116
85,animal,0.47653796401931864
85,sketch,0.32881102197049383
85,black and white,0.2932476440232474
85,monochrome,0.2559474203966735
85,art,0.18622897639439565
85,ink,0.1772808067332629
85,bird,0.15361173823764704
86,animal,0.8662654757499695
86,branchiopod crustacean,0.5772000551223755
86,illustration,0.5542219827995248
86,drawing,0.423583337184314
86,black and white,0.26185084461630426
86,sketch,0.22616913209031286
86,monochrome,0.21258196633106793
86,owl,0.1967688109632486
86,ink,0.166044109833285
86,bird,0.16121258027163013
86,art,0.14982720947929645
87,illustration,0.11330480128526688
87,animal,0.10321814566850662
87,drawing,0.08258837461471558
87,black and white,0.07950387895107269
87,sketch,0.05872483178973198
87,art,0.05553050339221954
87,monochrome,0.052031680941581726
87,ink,0.04601673781871796
87,bird,0.03193376585841179
88,animal,0.1518152505159378
88,illustration,0.10896918177604675
88,drawing,0.09262269735336304
88,bird,0.06727778911590576
88,sketch,0.06571648269891739
88,black and white,0.05208193510770798
88,monochrome,0.040055956691503525
88,art,0.03651103377342224
88,ink,0.0356689989566803
89,animal,0.8220248818397522
89,illustration,0.5618750168327648
89,drawing,0.3472208171947559
89,sketch,0.3239038286731076
89,black and white,0.2897673925966049
89,bird,0.23077320876599006
89,art,0.216061543725878
89,monochrome,0.1884691307558851
89,fish,0.18122460815748734
89,ink,0.1793342896757014
90,animal,0.8688366413116455
90,illustration,0.5003832865389201
90,drawing,0.4403847710283212
90,sketch,0.3333830997819139
90,black and white,0.2787077246949156
90,bird,0.2656466508693066
90,monochrome,0.2075886270669327
90,art,0.17560902972152898
90,ink,0.1643657486259923
91,animal,0.16735318303108215
91,illustration,0.09393636882305145
91,drawing,0.08060121536254883
91,sketch,0.07445072382688522
91,bird,0.060033902525901794
91,black and white,0.05191924795508385
91,monochrome,0.04284181818366051
91,ink,0.03357415273785591
91,art,0.030286569148302078
92,animal,0.1902124136686325
92,illustration,0.11414980888366699
92,bird,0.09440682083368301
92,drawing,0.06349323689937592
92,sketch,0.06339208036661148
92,black and white,0.04448787495493889
92,ink,0.035099659115076065
92,monochrome,0.034487176686525345
92,art,0.03235216066241264
93,animal,0.8778253793716431
93,branchiopod crustacean,0.5499559044837952
93,illustration,0.5499559044837952
93,drawing,0.40309219755590286
93,bird,0.37111017327500095
93,sketch,0.32410567758093156
93,art,0.17874131879156388
93,ink,0.17459961013585748
93,black and white,0.1744202101797371
94,animal,0.8036904335021973
94,branchiopod crustacean,0.6376084685325623
94,illustration,0.5739891326246921
94,bird,0.48544089450905586
94,drawing,0.36383856240586043
94,sketch,0.2858362909965803
94,black and white,0.19640630329592654
94,ink,0.15105381134637835
94,monochrome,0.1492683484768453
95,animal,0.8515065312385559
95,illustration,0.5066334856566638
95,bird,0.42493083134144577
95,drawing,0.3848361836351911
95,sketch,0.3653764917912429
95,black and white,0.2531861886055316
95,snail,0.2335429692446074
95,ink,0.2005495667848051
95,art,0.20019488987931186
95,artisan,0.19710545339213306
95,fish,0.18146070923186822
95,monochrome,0.17544753969414167
96,branchiopod crustacean,0.5724650621414185
96,animal,0.5724650621414185
96,illustration,0.3617416113407863
96,sketch,0.2727502895179682
96,drawing,0.27101513341449807
96,bird,0.18517389391307154
96,black and white,0.18209156474005891
96,artisan,0.15863583007424645
96,ink,0.14945597423901616
96,art,0.1438409202457734
96,monochrome,0.11952532179497055
96,snail,0.11017197601858207
97,animal,0.15672872960567474
97,illustration,0.12465747445821762
97,drawing,0.08797916769981384
97,sketch,0.08006767183542252
97,bird,0.06897560507059097
97,black and white,0.04519016295671463
97,ink,0.04357357695698738
97,monochrome,0.03324641287326813
97,art,0.02994268387556076
98,animal,0.8534934520721436
98,illustration,0.5663995676367842
98,bird,0.41397641109159633
98,drawing,0.4019938436681084
98,sketch,0.3997806259857465
98,ink,0.20143953299881898
98,black and white,0.19648757892922367
98,fish,0.15161550042400546
99,animal,0.8362907767295837
99,branchiopod crustacean,0.5272063612937927
99,illustration,0.28247649885244097
99,drawing,0.2767976939728428
99,sketch,0.21401590922341804
99,bird,0.16510038027687968
99,ink,0.13704856952188615
99,black and white,0.127827398727778
99,monochrome,0.09201654601595946
100,animal,0.9008246660232544
100,branchiopod crustacean,0.7120919227600098
100,bird,0.2903869256079114
100,drawing,0.22998304788498417
100,illustration,0.22326102979990986
100,sketch,0.17397039513908105
100,fish,0.10597643899539322
100,black and white,0.09719325530560381
100,ink,0.09503708111318016
101,animal,0.27145251631736755
101,bird,0.13353939354419708
101,illustration,0.07595737278461456
101,drawing,0.05813189223408699
101,sketch,0.04595423862338066
101,black and white,0.04220031201839447
101,fish,0.03535810858011246
102,animal,0.16221651434898376
102,bird,0.14874698221683502
102,illustration,0.10074346512556076
102,drawing,0.05775200203061104
102,sketch,0.05121850594878197
102,black and white,0.05042126029729843
102,artisan,0.042521364986896515
102,monochrome,0.03348580747842789
102,ink,0.03213031217455864
102,art,0.030894676223397255
103,animal,0.1497124880552292
103,bird,0.14537808299064636
103,illustration,0.08262564986944199
103,artisan,0.07390843331813812
103,black and white,0.043373264372348785
103,drawing,0.04175253212451935
103,sketch,0.041290901601314545
103,art,0.039302293211221695
103,monochrome,0.034872639924287796
103,ink,0.030869266018271446
104,animal,0.8137086033821106
104,bird,0.3695905877496426
104,illustration,0.30931526336421367
104,drawing,0.22988463631841466
104,sketch,0.21844497769613144
104,art,0.17934587552150805
104,ink,0.1741395744078003
104,artisan,0.16344958224654285
104,black and white,0.14890403192312288
105,illustration,0.12850934267044067
105,animal,0.10845065116882324
105,bird,0.07686775922775269
105,artisan,0.0671333521604538
105,sketch,0.06244228780269623
105,drawing,0.0621352344751358
105,ink,0.055324651300907135
105,art,0.052945688366889954
105,black and white,0.040756940841674805
105,monochrome,0.03650509938597679
106,animal,0.14115001261234283
106,illustration,0.09761467576026917
106,bird,0.09482311457395554
106,drawing,0.06854047626256943
106,black and white,0.052271850407123566
106,artisan,0.04939088225364685
106,sketch,0.049177590757608414
106,monochrome,0.04726535826921463
106,art,0.039387986063957214
106,ink,0.036721449345350266
107,animal,0.8230775594711304
107,bird,0.6256880293439463
107,illustration,0.4159872178278208
107,artisan,0.39875400259711813
107,drawing,0.2561708412667066
107,sketch,0.24045273797308073
107,art,0.2356702036000326
107,monochrome,0.22136864894187727
107,black and white,0.21627964736463004
107,ink,0.18883791942464148
108,animal,0.1919575184583664
108,bird,0.13703234493732452
108,artisan,0.0700179785490036
108,illustration,0.06251460313796997
108,art,0.05461650341749191
108,sketch,0.04263658449053764
108,black and white,0.03963840752840042
108,drawing,0.037466879934072495
108,ink,0.03469077870249748
109,animal,0.17593544721603394
109,bird,0.10684242099523544
